Me identifico;Tengo;Años de experiencia;Años en la empresa actual;Años en el puesto actual;¿Gente a cargo?;Nivel de estudios alcanzado;Estado;¿Contribuís a proyectos open source?;¿Programás como hobbie?;Lenguajes de programación;Bases de datos;¿Qué SO usás en tu laptop/PC para trabajar?;¿Y en tu celular?;Tipo de contrato;Salario mensual BRUTO (en tu moneda local);Salario mensual NETO (en tu moneda local);¿Qué tan conforme estás con tu sueldo?;Cómo creés que está tu sueldo con respecto al último semestre;Orientación sexual;Cantidad de empleados;¿La recomendás como un buen lugar para trabajar?;¿Cómo calificás las políticas de diversidad e inclusión?;¿A cuántos kilómetros de tu casa queda la oficina?
Hombre;44;20;12;6;0;Universitario;Completado;Sí;Sí;Bash/Shell, C, Go, Delphi/Object Pascal;MySQL, SQLite;Windows;Android;Full-Time;100000;70000;3;2;Heterosexual;11-50;8;8;20
Mujer;18;0;0;0;2;Secundario;Completado;No;No;;;Windows;iOS;Part-Time;9000;7200;2;2;Heterosexual;201-500;2;10;30
Otros;25;3;0;0;0;Terciario;Completado;No;Sí;;Oracle;Windows;iOS;Tercerizado (trabajo a través de consultora o agencia);21000;17500;1;2;Pansexual Queer;501-1000;4;3;10
Hombre;34;3;2;2;5;Doctorado;Completado;No;No;Bash/Shell, Python, R, SQL;;Linux;Android;Full-Time;124000;86000;3;2;Heterosexual;2001-5000;8;7;10
Hombre;21;1;0;0;0;Universitario;En curso;No;Sí;Java, Javascript;;Mac OS X;Android;Part-Time;24500;20500;3;2;Heterosexual;201-500;10;10;5
Hombre;35;7;2;2;0;Terciario;Incompleto;No;Sí;CSS, HTML, Javascript, Python;MySQL;Linux;Android;Full-Time;55000;41000;3;3;;11-50;9;9;4
Hombre;27;1;1;1;0;Universitario;En curso;Sí;Sí;CSS, Groovy, HTML, Java, Javascript, Python;MySQL;Linux;Android;Part-Time;25300;21000;3;2;Heterosexual;51-100;10;10;-1
Hombre;38;23;3;3;0;Universitario;Incompleto;No;No;;MSSQL, MAX DB ;Windows;Android;Full-Time;49093;39503;3;3;Heterosexual;51-100;5;10;30
Hombre;25;5;1;1;0;Universitario;En curso;No;Sí;Groovy, Elixir, HTML, Java, Python;ElasticSearch, PostgreSQL;Mac OS X;Android;Part-Time;48171;39982;4;4;Heterosexual;201-500;10;10;4
Hombre;22;1;1;1;0;Universitario;En curso;No;Sí;Python;Oracle;Linux;Android;Full-Time;34000;28000;3;2;Heterosexual;5001-10000;8;7;40
Hombre;26;8;1;1;5;Secundario;Completado;Sí;Sí;C#, Go, TypeScript;Amazon DynamoDB, PostgreSQL, Redis;Mac OS X;iOS;Full-Time;200000;134000;4;4;Heterosexual;11-50;7;8;2
Hombre;31;11;7;1;4;Posgrado;En curso;Sí;Sí;Bash/Shell, Python, R, SQL;ElasticSearch, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL;Linux;Android;Full-Time;85000;69000;2;3;Heterosexual;11-50;6;4;37
Mujer;23;1;1;1;0;Universitario;En curso;Sí;No;;;Windows;Android;Full-Time;155;155;1;1;Heterosexual;11-50;8;8;8
Hombre;35;12;0;5;0;Universitario;En curso;Sí;Sí;Javascript, PHP;ElasticSearch, Google Cloud Storage, MySQL, Redis;Linux;Android;Full-Time;90000;69000;2;3;Heterosexual;11-50;3;8;5
Hombre;31;10;8;4;0;Universitario;Incompleto;No;Sí;CSS, HTML, Javascript, Ruby;MySQL;Linux;Android;Full-Time;28000;28000;2;2;Heterosexual;1-10;7;7;23
Hombre;31;4;1;1;0;Universitario;Completado;No;No;Javascript;MySQL;Windows;Android;Full-Time;51000;46000;2;2;Heterosexual;101-200;10;9;8
Hombre;42;22;5;2;0;Terciario;Incompleto;No;Sí;.NET, C#, CSS, HTML, Javascript, SQL;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MongoDB;Windows;Android;Full-Time;72000;56000;3;4;Heterosexual;1001-2000;7;5;21
Hombre;40;22;7;3;0;Universitario;Incompleto;No;Sí;Bash/Shell, Go, Java, Javascript, Scala, SQL;Cassandra, MongoDB, MySQL;Linux;Android;Full-Time;95000;;3;2;Heterosexual;501-1000;8;6;4
Mujer;26;5;0;1;0;Terciario;En curso;No;Sí;ABAP;;Windows;Android;Full-Time;45580;37500;3;3;Heterosexual;501-1000;8;9;1
Mujer;42;10;1;1;0;Terciario;Completado;No;No;Python;MSSQL;Windows;Android;Full-Time;43500;36100;2;2;Heterosexual;11-50;7;7;4
Mujer;43;5;2;2;3;Universitario;Incompleto;No;No;.NET, C++, Java;Microsoft Azure (Tables, CosmosDB, SQL, etc);Windows;iOS;Full-Time;45000;37000;3;2;Heterosexual;5001-10000;10;10;8
Hombre;25;1;0;1;0;Universitario;Completado;No;Sí;Python;;Windows;Android;Full-Time;36000;26000;1;1;Heterosexual;1001-2000;5;5;10
Hombre;28;6;1;1;0;Universitario;Completado;Sí;No;Java, Javascript, Kotlin, SQL;Amazon RDS/Aurora, PostgreSQL;Mac OS X;iOS;Full-Time;108000;108000;3;3;Heterosexual;1-10;10;10;2
Hombre;40;19;6;4;0;Universitario;Incompleto;No;Sí;Bash/Shell, HTML, Javascript, PHP, Python, SQL;MariaDB, MongoDB, MySQL;Linux;Android;Full-Time;75000;63000;3;2;Heterosexual;11-50;5;1;16
Hombre;37;15;3;3;0;Universitario;Completado;Sí;No;CSS, HTML, Javascript, Python;MySQL, SQLite;Mac OS X;Android;Freelance;80000;80000;3;3;Bisexual o queer;1-10;10;10;-1
Hombre;34;5;10;5;0;Secundario;Incompleto;No;Sí;CSS, HTML, Javascript;MongoDB;Windows;Android;Full-Time;32000;47000;3;3;Heterosexual;11-50;5;5;4
Hombre;37;13;10;0;0;Universitario;En curso;No;No;SQL;MSSQL, MySQL, Oracle;Windows;Android;Full-Time;57000;49000;3;3;Heterosexual;51-100;6;7;-1
Hombre;28;4;1;1;0;Universitario;En curso;No;No;;MSSQL;Windows;Android;Full-Time;53000;43500;4;4;Heterosexual;1001-2000;8;10;4
Hombre;24;6;2;2;0;Universitario;En curso;Sí;No;.NET, Bash/Shell, C, C++, C#, CSS, Go, HTML, Java, Javascript, Objective-C, Perl, PHP, Python, Ruby, Scala, SQL, TypeScript;Amazon DynamoDB, Apache Hive, Cassandra, Google Cloud Storage, MariaDB, MSSQL, MongoDB, PostgreSQL, SQLite;Linux;Android;Full-Time;58000;45000;3;2;;11-50;10;10;25
Hombre;29;6;0;0;0;Universitario;Completado;No;Sí;Bash/Shell, Java, Javascript, APEX;PostgreSQL;Linux;Android;Full-Time;85000;65000;3;3;Heterosexual;51-100;8;9;20
Hombre;25;4;1;1;0;Universitario;En curso;No;Sí;Bash/Shell, HTML, Java, Python;PostgreSQL;Mac OS X;Android;Part-Time;48000;39900;3;3;Heterosexual;201-500;10;10;1
Hombre;37;15;3;1;36;Posgrado;Incompleto;Sí;No;R, SQL;MSSQL, MySQL, SQLite;Windows;Android;Full-Time;137000;97000;3;3;Heterosexual;2001-5000;8;9;23
Hombre;36;12;1;4;0;Terciario;En curso;No;No;Bash/Shell, Python, SQL;IBM Db2, Oracle;Windows;Android;Full-Time;45000;37500;3;3;Heterosexual;5001-10000;10;10;25
Hombre;25;4;4;4;0;Universitario;Completado;No;Sí;;MSSQL, MySQL;Windows;iOS;Freelance;70000;65000;3;3;Heterosexual;11-50;5;5;10
Mujer;47;20;0;15;0;Posgrado;Completado;No;Sí;;;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);35000;295;2;2;Heterosexual;10001+;8;6;16
Hombre;32;11;1;4;0;Terciario;Completado;Sí;Sí;Go, Groovy, Java;Propia, basada en ElasticSearch, Cassandra y Oracle;Mac OS X;Android;Full-Time;66000;54000;3;2;Heterosexual;5001-10000;8;10;25
Hombre;25;3;0;0;0;Universitario;En curso;No;Sí;Groovy, Java, Scala;;Linux;Android;Full-Time;67026;52729;4;4;Heterosexual;2001-5000;10;10;9
Hombre;37;20;9;6;2;Universitario;Incompleto;No;Sí;CSS, HTML, Javascript, PHP, SQL, VBA;PostgreSQL, Memcached;Windows;Android;Full-Time;115000;100000;3;2;Homosexual;201-500;6;10;12
Hombre;23;1;1;0;0;Universitario;En curso;No;Sí;Bash/Shell, CSS, HTML, Java, Javascript, Python, Scala;MySQL, SQLite;Linux;Android;Part-Time;25600;21200;3;2;Heterosexual;2001-5000;9;10;15
Hombre;31;5;0;2;0;Universitario;En curso;No;No;;MariaDB, Oracle;Windows;Android;Full-Time;87000;64000;3;3;Heterosexual;2001-5000;10;10;3
Hombre;28;3;0;0;0;Posgrado;Completado;No;No;HTML, Java;Microsoft Azure (Tables, CosmosDB, SQL, etc), Oracle;Windows;Android;Full-Time;35000;30000;1;1;Homosexual;501-1000;1;10;1
Hombre;34;10;4;4;4;Universitario;Completado;Sí;No;.NET;;Windows;Windows;Full-Time;240000;;3;2;Heterosexual;51-100;10;9;10
Hombre;34;15;1;1;15;Posgrado;Incompleto;No;Sí;.NET, Bash/Shell, C#, CSS, HTML, Java, Javascript, SQL;Informix, MariaDB, MSSQL, MySQL, PostgreSQL, Redis;Mac OS X;iOS;Full-Time;100000;;3;2;Heterosexual;11-50;10;7;-1
Hombre;32;10;7;2;5;Universitario;Completado;No;Sí;Java;MySQL;Mac OS X;Android;Full-Time;95047;68500;2;2;Heterosexual;2001-5000;8;8;35
Hombre;30;9;0;6;6;Universitario;Incompleto;No;Sí;;;Windows;iOS;Full-Time;46000;39000;2;2;Heterosexual;201-500;10;10;10
Hombre;40;20;8;1;15;Universitario;Completado;Sí;Sí;HTML, Javascript, PHP, Python, SQL, TypeScript;MariaDB;Linux;iOS;Full-Time;200000;160000;4;3;Heterosexual;501-1000;9;9;2
Hombre;40;18;2;16;0;Universitario;Incompleto;No;No;Java, Javascript;MSSQL;Windows;Android;Full-Time;45000;37350;1;1;Heterosexual;11-50;1;1;30
Hombre;29;7;1;1;0;Secundario;Completado;No;Sí;HTML, Kotlin, TypeScript;ElasticSearch, PostgreSQL;Mac OS X;Android;Full-Time;66500;45000;3;2;Homosexual;101-200;8;7;3
Hombre;26;4;5;4;0;Universitario;En curso;No;No;C++, Java, Python, SQL;IBM Db2, PostgreSQL;Windows;Android;Full-Time;22770;25800;3;3;Homosexual;1001-2000;8;7;25
Mujer;26;2;1;0;0;Terciario;Completado;No;No;;;Windows;iOS;Full-Time;29000;24000;3;3;Heterosexual;11-50;10;8;562
Hombre;37;10;0;5;4;Posgrado;Completado;No;Sí;.NET, HTML, Java, Javascript, SQL;MSSQL;Windows;Android;Full-Time;58000;45000;2;2;Heterosexual;51-100;4;10;30
Hombre;57;35;0;15;0;Universitario;Completado;No;No;.NET, C++, C#, CSS, HTML, Java, SQL;MSSQL, Oracle;Windows;iOS;Tercerizado (trabajo a través de consultora o agencia);70000;55000;2;1;Heterosexual;51-100;6;10;20
Mujer;24;0;0;0;0;Universitario;En curso;No;No;.NET, C#, CSS, HTML, Javascript, SQL;MSSQL;Windows;iOS;Full-Time;25740;24846;3;3;Heterosexual;501-1000;9;9;27
Otros;26;4;0;3;0;Universitario;En curso;No;Sí;C#, TypeScript;;Windows;Android;Full-Time;100000;72000;3;4;Heterosexual;1-10;9;9;-1
Hombre;24;2;2;1;0;Universitario;En curso;No;No;Bash/Shell, CSS, HTML, Javascript, SQL;Amazon RDS/Aurora, PostgreSQL, Redis;Mac OS X;Android;Full-Time;73000;52000;3;3;Heterosexual;101-200;9;9;11
Hombre;56;32;0;32;0;Universitario;Completado;No;Sí;.NET, C#, CSS, HTML, Javascript, SQL, VBA;IBM Db2, MSSQL, MySQL, Oracle;Windows;Android;Full-Time;55000;44000;3;3;No es pertinente;51-100;3;6;7
Hombre;39;21;4;3;8;Terciario;Completado;No;No;PHP, SQL;MySQL;Windows;Android;Freelance;36000;34500;1;1;Heterosexual;2001-5000;6;6;5
Hombre;30;3;1;1;0;Universitario;Completado;No;Sí;Java;ElasticSearch, MySQL, Redis;Mac OS X;iOS;Full-Time;90000;64000;3;3;Heterosexual;201-500;8;8;2
Hombre;42;15;5;2;0;Universitario;Completado;No;Sí;HTML, Java, Javascript;MariaDB, MongoDB;Linux;Android;Full-Time;97;65;3;2;Heterosexual;2001-5000;7;8;10
Hombre;42;12;2;2;0;Universitario;Incompleto;No;No;C++, Java, Python;MSSQL, MySQL, Oracle;Windows;iOS;Full-Time;52000;44000;2;2;Heterosexual;201-500;7;9;-1
Hombre;30;12;3;8;0;Universitario;Incompleto;No;Sí;HTML, PHP, SQL;Informix, MariaDB, MSSQL, MongoDB, MySQL;Windows;Android;Full-Time;35000;25000;1;1;Heterosexual;201-500;1;1;28
Hombre;30;10;3;3;0;Universitario;Incompleto;No;No;;;Windows;Android;Full-Time;29220;24000;1;1;Heterosexual;201-500;1;6;2
Mujer;22;4;1;1;0;Universitario;Incompleto;No;No;;IBM Db2, MariaDB, MSSQL, MySQL, Oracle, PostgreSQL;Linux;Android;Full-Time;101;60;4;4;Heterosexual;1-10;10;10;5
Hombre;42;23;20;5;6;Universitario;Completado;No;No;;MSSQL;Windows;iOS;Full-Time;210000;150000;3;3;Heterosexual;101-200;10;10;40
Hombre;33;6;0;5;0;Universitario;En curso;No;Sí;Bash/Shell;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL, Oracle;Windows;Android;Full-Time;60000;45000;3;3;Heterosexual;10001+;8;8;4
Hombre;40;10;1;0;0;Posgrado;Completado;Sí;No;Java, Javascript;MongoDB;Windows;Android;Full-Time;42000;35000;3;2;Heterosexual;501-1000;7;6;3
Mujer;28;0;0;0;0;Terciario;En curso;No;Sí;Javascript;MySQL;Mac OS X;Android;Full-Time;32000;26800;2;1;Bisexual o queer;51-100;8;8;7
Hombre;31;10;11;8;0;Universitario;Completado;No;Sí;SQL;MSSQL;Windows;Android;Full-Time;91000;;3;2;Heterosexual;101-200;6;6;14
Hombre;33;11;32000;3;0;Universitario;Completado;No;Sí;.NET, C#, CSS, HTML, Java, Javascript, PHP, Python, SQL, TypeScript, VBA;MSSQL, MongoDB, MySQL, Oracle, PostgreSQL, SQLite;Mac OS X;Android;Full-Time;32000;29000;1;1;Heterosexual;10001+;2;7;12
Hombre;42;9;9;5;3;Terciario;Completado;No;No;SQL;Apache HBase, Oracle;Windows;Android;Full-Time;56500;47000;2;1;Heterosexual;201-500;7;7;17
Hombre;20;0;0;0;0;Terciario;Completado;No;Sí;HTML, PHP, SQL;MySQL;Windows;Android;Full-Time;21600;18400;2;2;;51-100;8;8;20
Hombre;37;15;1;1;0;Secundario;Completado;Sí;No;;;Linux;Android;Full-Time;158000;158000;4;4;Heterosexual;201-500;10;5;-1
Hombre;46;25;15;5;2;Universitario;Incompleto;No;Sí;.NET, Bash/Shell, C#, HTML, Javascript, Python, VBA;ElasticSearch, Informix, MariaDB, MSSQL, MySQL, Oracle;Windows;Android;Full-Time;121000;89000;3;2;Heterosexual;51-100;9;9;2
Hombre;33;4;3;4;0;Secundario;Completado;No;No;Bash/Shell, HTML, Javascript, PHP, SQL;MariaDB, MSSQL, MySQL, Oracle;Linux;Android;Full-Time;55000;38000;2;1;Heterosexual;11-50;6;2;30
Hombre;36;14;14;2;0;Universitario;Completado;No;Sí;.NET, Python, R, SQL;Apache HBase, Apache Hive, ElasticSearch, MySQL, Oracle;Windows;Android;Full-Time;57700;46900;3;3;Heterosexual;5001-10000;6;8;45
Mujer;35;12;12;1;0;Terciario;Completado;No;No;SQL;Google Cloud Storage, MySQL;Windows;Android;Full-Time;25;20;1;1;Heterosexual;2001-5000;1;4;60
Mujer;31;10;0;0;0;Universitario;Completado;No;No;;;Mac OS X;iOS;Full-Time;65000;50000;3;3;Heterosexual;201-500;9;9;2
Hombre;28;4;4;4;0;Universitario;En curso;No;No;Java;MySQL;Linux;Android;Full-Time;67027;54000;3;3;Heterosexual;201-500;6;7;7
Hombre;25;2;2;2;0;Terciario;Completado;No;Sí;Java;Amazon DynamoDB, Cassandra, PostgreSQL;Linux;iOS;Full-Time;44500;39000;4;2;Heterosexual;11-50;5;5;15
Hombre;28;10;7;5;2;Universitario;Incompleto;No;Sí;.NET, Bash/Shell, C, C++, C#, CSS, Go, HTML, Javascript, Perl, PHP, Python, Ruby, SQL, TypeScript, VBA;MariaDB, MSSQL, MongoDB, MySQL, Oracle, PostgreSQL, SQLite;Linux;Android;Full-Time;33000;27000;3;3;Heterosexual;11-50;1;10;8
Hombre;27;5;2;0;0;Universitario;Completado;No;No;ABAP;SAP HANA;Windows;iOS;Full-Time;60000;48000;3;3;Heterosexual;11-50;10;10;40
Hombre;27;4;4;0;0;Secundario;Completado;No;No;.NET, C#, TypeScript;;Windows;Android;Full-Time;34900;29000;2;2;Heterosexual;501-1000;6;10;20
Hombre;26;3;2;0;0;Universitario;En curso;No;No;Bash/Shell, Python, Scala, SQL;Apache HBase, Apache Hive;Windows;Android;Full-Time;60000;49000;3;2;Heterosexual;101-200;8;9;10
Hombre;30;10;1;1;0;Secundario;Completado;No;No;;;Windows;Android;Full-Time;30000;28000;2;2;Heterosexual;201-500;4;9;20
Hombre;22;0;0;0;0;Terciario;En curso;No;No;.NET, C#;MySQL;Windows;Android;Full-Time;26700;22000;3;3;Heterosexual;201-500;8;8;8
Hombre;33;10;3;2;6;Universitario;Incompleto;No;No;.NET, CSS, HTML, Javascript, PHP, SQL;MySQL, Mongo;Windows;Android;Full-Time;40000;33200;2;2;Heterosexual;51-100;6;8;3
Mujer;23;3;0;0;0;Universitario;En curso;No;No;VBA;MySQL;Windows;Android;Full-Time;33000;27000;2;1;Heterosexual;11-50;7;6;14
Mujer;30;1;1;1;0;Universitario;En curso;No;No;.NET, C#;;Linux;Android;Tercerizado (trabajo a través de consultora o agencia);31824;31824;3;3;Heterosexual;10001+;9;8;4
Hombre;28;12;1;1;12;Universitario;Completado;Sí;Sí;C, C++, C#, CSS, Javascript, PHP, Python, TypeScript;MongoDB, MySQL;Mac OS X;iOS;Remoto (empresa de otro país);720000;700000;4;4;Homosexual;11-50;10;6;-1
Hombre;29;5;5;2;0;Universitario;Incompleto;No;No;Bash/Shell, Java, Python;ElasticSearch, MSSQL, MySQL;Linux;Android;Full-Time;67000;54500;3;3;Heterosexual;1001-2000;10;10;50
Hombre;26;3;1;1;0;Terciario;Completado;No;Sí;.NET, C#, Javascript;MySQL, Oracle;Windows;Android;Full-Time;61000;50000;4;3;Heterosexual;5001-10000;5;3;25
Hombre;28;7;4;6;0;Universitario;Incompleto;No;No;;;Windows;Android;Full-Time;21000;18000;3;3;Heterosexual;1-10;6;6;25
Mujer;38;21;11;8;8;Terciario;Incompleto;No;No;.NET, C#, HTML, Javascript, SQL;MSSQL, Redis;Windows;iOS;Remoto (empresa de otro país);160000;;4;3;Heterosexual;101-200;9;6;-1
Hombre;28;8;5;5;0;Universitario;Incompleto;No;Sí;;;Windows;Android;Full-Time;4798606;3982838;3;2;Heterosexual;1001-2000;8;9;1
Hombre;34;15;1;1;0;Universitario;Incompleto;No;No;Javascript, Kotlin, Python;Amazon DynamoDB, ElasticSearch, MongoDB, PostgreSQL, Redis;Mac OS X;Android;Full-Time;73500;57200;3;2;Heterosexual;201-500;8;9;11
Hombre;32;10;0;2;0;Universitario;En curso;Sí;Sí;Bash/Shell, C, Java, PHP, Python;ElasticSearch, MariaDB, MongoDB, MySQL, Percona Server, PostgreSQL, Redis;Linux;Android;Full-Time;75000;55000;3;2;Heterosexual;2001-5000;7;8;2
Hombre;38;21;7;7;0;Universitario;Incompleto;No;Sí;Bash/Shell, Groovy, Java, SQL;MySQL, PostgreSQL;Windows;iOS;Full-Time;64000;53000;4;2;Heterosexual;11-50;6;7;30
Mujer;30;1;1;1;0;Universitario;Completado;No;Sí;Java, Python;Apache HBase, MySQL, PostgreSQL;Windows;iOS;Full-Time;25000;25000;3;1;Heterosexual;1-10;8;8;2
Hombre;40;15;10;6;0;Terciario;Incompleto;No;Sí;Bash/Shell, C, C++, CSS, PHP, Python, SQL, VBA;Cassandra, MSSQL, MongoDB, MySQL, Oracle, SQLite;Windows;Android;Full-Time;46000;38000;3;3;Heterosexual;10001+;4;10;13
Hombre;32;6;4;2;0;Terciario;Incompleto;No;No;.NET, Javascript, SQL;Microsoft Azure (Tables, CosmosDB, SQL, etc);Windows;Android;Full-Time;31984;26600;2;2;Heterosexual;1001-2000;4;7;30
Hombre;43;15;8;3;16;Universitario;Completado;Sí;Sí;Java;ElasticSearch, MongoDB;Linux;Android;Full-Time;135000;105000;3;3;Heterosexual;2001-5000;7;9;6
Hombre;23;1;1;1;0;Universitario;En curso;Sí;Sí;.NET, C#, CSS, HTML, Javascript, TypeScript;MSSQL;Windows;Android;Full-Time;30;24;3;2;Bisexual o queer;101-200;8;6;9
Hombre;34;12;1;5;2;Universitario;Incompleto;No;No;.NET, C#, CSS, HTML, Javascript, SQL, VB.Net;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, Redis;Windows;Android;Full-Time;63500;55000;3;2;Heterosexual;11-50;9;10;30
Hombre;34;10;0;5;0;Terciario;Completado;No;No;;;Windows;iOS;Full-Time;78000;62000;3;3;Heterosexual;1-10;10;10;-1
Mujer;29;4;0;0;0;Universitario;Completado;No;No;SQL;Oracle;Windows;Android;Full-Time;46200;38350;3;2;Heterosexual;501-1000;5;6;1
Hombre;31;12;9;3;10;Terciario;Incompleto;No;No;;MSSQL;Windows;Android;Full-Time;35000;30000;2;1;Heterosexual;11-50;6;9;4
Hombre;26;10;2;2;6;Universitario;En curso;No;Sí;.NET, C#, CSS, HTML, Java, Javascript, Objective-C, PHP, SQL, Swift;MSSQL, MongoDB, MySQL, PostgreSQL, SQLite;Mac OS X;Android;Full-Time;50000;50000;3;3;Heterosexual;11-50;10;10;3
Hombre;22;3;3;3;0;Terciario;En curso;No;No;;;Windows;Android;Full-Time;26000;22000;4;3;Heterosexual;101-200;8;7;50
Hombre;27;7;0;0;0;Secundario;Completado;No;No;CSS, HTML, Javascript;;Windows;Windows;Full-Time;38500;32000;2;2;Heterosexual;501-1000;6;5;10
Hombre;23;6;7;7;0;Secundario;Completado;No;No;.NET, C++, C#, Javascript, SQL;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL, Oracle, PostgreSQL, SQLite;Windows;Android;Part-Time;24000;20000;2;1;Heterosexual;11-50;6;8;1
Hombre;27;10;8;2;3;Secundario;Completado;No;No;;MSSQL;Windows;Android;Full-Time;12000;32500;2;2;Heterosexual;1-10;7;10;-1
Hombre;31;6;4;4;0;Terciario;Incompleto;No;No;;;Linux;Android;Part-Time;10000;10000;1;1;Heterosexual;1-10;1;1;8
Mujer;31;2;4;2;0;Universitario;Incompleto;No;No;HTML, Java, SQL;Oracle;Windows;Android;Full-Time;26000;22000;1;1;Heterosexual;501-1000;5;8;3
Hombre;33;14;10;4;6;Universitario;En curso;No;No;;;Windows;Android;Full-Time;37600;31200;2;1;Heterosexual;5001-10000;1;2;30
Hombre;23;5;4;2;0;Terciario;En curso;No;Sí;.NET, C#, Java, xamarin;MSSQL;Mac OS X;iOS;Full-Time;60000;52000;3;2;Heterosexual;11-50;8;9;10
Hombre;32;5;0;5;2;Terciario;Completado;No;No;.NET, Javascript, SQL;MSSQL;Windows;Android;Full-Time;65000;55000;3;3;Heterosexual;1001-2000;8;10;30
Hombre;35;8;2;1;2;Universitario;En curso;No;No;Bash/Shell, HTML, SQL, Qlik Scripting;Google Cloud Storage, IBM Db2, MySQL, Oracle, SQLite;Windows;Android;Full-Time;65000;54000;2;1;Heterosexual;51-100;6;8;30
Hombre;37;18;6;5;0;Universitario;En curso;Sí;No;.NET, C#, Java, SQL;Oracle;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);55000;45000;3;2;Heterosexual;501-1000;8;8;25
Hombre;32;13;11;4;5;Terciario;En curso;No;Sí;.NET, Bash/Shell, C++, C#, HTML, Java, Javascript, PHP, SQL, Powershell ;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL;Windows;iOS;Full-Time;104000;71500;3;2;Heterosexual;501-1000;8;6;3
Hombre;32;12;0;6;0;Universitario;Incompleto;No;No;Bash/Shell;MySQL;Linux;Android;Full-Time;57000;49000;2;3;Heterosexual;101-200;7;7;6
Hombre;29;9;3;1;0;Universitario;Incompleto;No;No;COBOL;IBM Db2;Windows;Android;Full-Time;57000;47000;2;2;Heterosexual;10001+;6;7;30
Hombre;38;15;4;4;0;Universitario;En curso;No;No;HTML;;Windows;Android;Full-Time;62000;52000;3;3;Heterosexual;501-1000;9;10;49
Otros;29;4;0;0;0;Universitario;Incompleto;No;No;.NET, C#;MSSQL;Windows;Android;Full-Time;52000;;3;3;;51-100;6;3;80
Hombre;23;5;0;2;0;Universitario;Incompleto;Sí;Sí;SQL, VBA;Google Cloud Storage, MSSQL, MySQL;Windows;Android;Full-Time;30000;25900;2;2;Heterosexual;201-500;7;2;2
Hombre;33;5;5;3;0;Terciario;Completado;No;No;PHP;MySQL;Windows;Android;Part-Time;33000;33000;2;2;Heterosexual;1-10;8;9;5
Hombre;32;8;8;8;0;Universitario;En curso;No;Sí;HTML, Java, Javascript, SQL;MySQL, PostgreSQL;Windows;Android;Full-Time;47000;47000;3;2;Heterosexual;2001-5000;7;8;2
Hombre;21;0;0;0;0;Universitario;En curso;No;No;Java, Python;;Windows;iOS;Full-Time;24500;20000;2;1;Heterosexual;501-1000;5;10;6
Hombre;44;16;2;5;0;Universitario;Incompleto;No;No;;;Windows;Android;Full-Time;62000;50000;2;1;Heterosexual;11-50;6;10;9
Hombre;26;2;0;2;0;Terciario;En curso;No;Sí;.NET, C#, Javascript, TypeScript;Microsoft Azure (Tables, CosmosDB, SQL, etc);Windows;iOS;Full-Time;37510;31133;3;2;Heterosexual;101-200;8;9;20
Hombre;25;6;6;3;0;Universitario;En curso;No;No;SQL;;Windows;Android;Full-Time;44000;36000;3;3;Heterosexual;5001-10000;5;5;14
Hombre;28;3;4;2;0;Universitario;En curso;Sí;Sí;C, C++, Java, Python, SQL;MariaDB, MySQL, PostgreSQL, SQLite;Mac OS X;Android;Full-Time;54868;49900;2;2;Heterosexual;51-100;7;5;5
Hombre;34;10;9;9;0;Secundario;Completado;Sí;Sí;C++, C#, HTML, PHP;MySQL;Windows;Android;Full-Time;32000;32000;3;4;Heterosexual;1-10;10;10;2
Hombre;32;14;1;1;0;Terciario;En curso;No;Sí;C;;Windows;Android;Full-Time;56600;47000;2;2;Heterosexual;1001-2000;8;8;62
Hombre;52;32;2;2;0;Universitario;Incompleto;No;No;SQL;Oracle;Windows;Android;Freelance;80000;60000;2;2;Heterosexual;51-100;7;7;5
Hombre;27;3;0;0;2;Universitario;En curso;No;No;Bash/Shell, CSS, HTML, Java, Javascript;Cassandra, MariaDB, MySQL;Windows;Android;Full-Time;50000;41500;2;1;Heterosexual;1-10;2;6;5
Hombre;46;20;3;10;0;Universitario;Completado;No;No;Bash/Shell, C++, HTML, Javascript, Python, SQL, PL/SQL;MSSQL, Oracle;Windows;Android;Full-Time;70000;58000;2;1;;201-500;7;7;10
Mujer;28;5;25;5;0;Universitario;En curso;No;No;Java;Oracle;Windows;Android;Full-Time;52000;45000;4;3;Heterosexual;1001-2000;8;6;20
Hombre;27;2;1;1;0;Secundario;Completado;No;No;;;Windows;Android;Full-Time;26000;21500;3;3;Heterosexual;51-100;1;1;20
Hombre;32;6;6;3;0;Universitario;Incompleto;No;No;;;Windows;Android;Full-Time;60400;49311;3;2;Heterosexual;10001+;7;7;25
Mujer;35;12;0;0;0;Universitario;En curso;No;No;CSS, HTML, Java, Javascript;;Windows;Android;Full-Time;65000;51000;4;4;Heterosexual;101-200;10;10;-1
